,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
I see myself as someone who  [... does a thorough job],0.16198531885407683,0.06957194570541504,0.10201803773595775,-0.03795948090005619,-0.041354207578786994,-0.32701722442369074,-0.03930920320425112,0.10694950105943542,0.15661039877898505,0.015781263567533326,1.0,0.04781248002625763,0.14167552481295642,0.1582103107150215,0.43035363120982356,0.2603267436768026,0.4718343713837141,0.209353160105943,0.16906287734397674,0.06058514409088986,0.03369845214300197,0.06001920922091798,0.06862355203050118,0.07197049866768822,0.24732983409895268,0.0854567937174466,0.03479664576501461,0.13838893548512649,0.11555624954057675,-0.0347325994069583,0.726278554664567,0.049982455788351456,-0.0178668826950691,0.10360419948655544,0.04143546281620226,0.07629399739083378,-0.06663601643333804,0.007263085130121032,-0.13238499401063433,-0.06589400849935714,-0.017800337073764865,-0.06638920619679517,-0.016133987686833044,0.01969515834511728,-0.06025306707437623
I see myself as someone who  [... get nervous easily],0.10148825945738175,0.41325476915974496,0.1323411910971644,0.20992770401744743,0.16592076540634107,0.36027450795332966,-0.5204234810708783,0.15007293378173822,0.0025324680824005768,0.009697253634881185,0.04781248002625763,1.0,-0.15154300876428864,0.05865151774364977,-0.11540993208311442,-0.012648418570821655,-0.1484677325727747,-0.13893454974967054,0.22290011205394228,0.12691463625398522,0.17600939919348516,0.014752215303662499,0.12172947158141782,0.02031929758672573,-0.029631119324801433,0.262556987263895,-0.18211399397133377,0.2721186631309004,-0.10959757296278427,0.09248394923694891,-0.23870943385728813,0.8731314035872254,-0.20859762945654242,-0.024394385141438914,0.020368974420225495,-0.12359550165989026,-0.033976822190590526,-0.19637255588521768,-0.41690740743022764,-0.11881632220282665,-0.25157242960907694,0.09257274063022428,-0.22039573871759816,-0.05095688181699741,-0.2010034589643267
I see myself as someone who  [... has active imagination],-0.15807333548671143,0.035656976778624165,0.061917904761858544,0.07775589559231541,-0.15945341447028702,-0.1573721970089481,0.05964493030548381,0.0174387660424694,-0.0800435355118716,0.14367205980652364,0.14167552481295642,-0.15154300876428864,1.0,-0.11506856613008978,-0.16605176539241553,-0.19694928391507058,-0.0816226191678729,-0.24904330901427846,-0.18330239542338558,-0.32592476544771615,-0.16745593792165828,0.03278476421039524,0.14616707440961824,-0.05548683226265777,0.07080760927446485,-0.16966457662052886,0.09758509032849573,-0.025197758507100387,-0.08995533060628753,-0.1870875704013147,0.18366705607611536,-0.12134359789498825,0.5088321626932368,0.017347022654612458,-0.10981496336445903,-0.024415463009614738,-0.004302495839341176,-0.0675922646420969,0.12554461006605713,0.17570744863214077,-0.005401787762841274,-0.213866371087764,-0.036155876329648916,-0.05190379470040562,0.00870943757991819
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]",-0.3348080491201314,-0.14052504751336067,-0.32400662756194964,0.14208659317631225,-0.036421984885884134,-0.13666535609476918,0.06107136575197544,0.0876331087510468,-0.07791205242001274,-0.007160125938312445,0.1582103107150215,0.05865151774364977,-0.11506856613008978,1.0,0.5101705691305108,0.6788292468859078,0.3085317748783446,0.4242696369245893,0.5240309019323521,0.5560096935728934,0.4847996036058134,-0.17428063395331297,0.30958993101524945,-0.20092368037916486,0.3154756130231433,0.3651638823384579,-0.06006548817359377,-0.3306862131449819,-0.12271446602155842,-0.017071759405856597,0.17668075425347388,-0.001079884191900621,-0.1357301247470411,-0.08377012923502103,0.23896516527182893,0.2544755810975608,0.07869277604000116,0.14133340356982257,0.1776907232522362,0.16288042134398498,0.18036848700062044,0.2606666880581655,0.14020922988057813,0.21352101076346824,0.22593376756385286
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]",-0.22112639773500078,-0.012429687110324784,-0.1803258997548873,-0.08765864155871375,0.10111550576084848,-0.33000444122197875,0.022617467896836538,0.05488336367539997,-0.04300386963825306,-0.10528029254655548,0.43035363120982356,-0.11540993208311442,-0.16605176539241553,0.5101705691305108,1.0,0.6352355649002475,0.5096071578967039,0.5600889084995481,0.27150523534646925,0.327863753682639,0.40818832900726304,-0.04312014994339549,0.24916701508914452,-0.12610511443992306,0.23867807570443839,0.279723676378072,-0.13156431730124624,-0.17044119401347893,0.020196409470701594,0.12773692292113112,0.45023144992449604,-0.07939142734303326,-0.1342400931550866,-0.030307372945971363,0.07418588642445277,0.0723716081174844,0.12198877118640457,0.10229102629155049,0.1641789483859545,0.08518393946396662,0.20705124292957378,0.17689675000566377,0.21462990201919369,0.09947396748357025,0.19034389038233362
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]",-0.18193545161723673,-0.03659290484530065,-0.24289268369151046,0.04984023568121477,-0.03781658493968652,-0.21111054519836278,-0.0635614539081422,0.07846927187367661,0.14083654787264335,-0.03315290417691935,0.2603267436768026,-0.012648418570821655,-0.19694928391507058,0.6788292468859078,0.6352355649002475,1.0,0.42936838095657187,0.4632603744625533,0.4576893823214592,0.3598434933163115,0.5338965216431325,-0.30260863463468585,0.22358823466532432,-0.38792817491536913,0.31175078934155087,0.45134968548528087,-0.292567918141712,-0.18993980617997616,0.059458076733421586,-0.0012160903498279725,0.28070623192061067,0.02900054065797628,-0.17073305040578293,-0.29604046701969866,0.13888774597637382,0.06080797827471736,0.0967004902908746,-0.0003390692658589977,0.025493531735309223,0.09909367584522041,0.19694450311089157,0.22422302890001727,0.14756882023373943,0.11018848144052817,0.15950970493620978
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]",0.019678898708862726,-0.09619690237807466,-0.23310764031777748,0.18014417303072305,-0.18086200430922011,-0.10152300147633404,0.2129302891398452,-0.12751874729646137,0.013582335719039832,-0.024964362063136555,0.4718343713837141,-0.1484677325727747,-0.0816226191678729,0.3085317748783446,0.5096071578967039,0.42936838095657187,1.0,0.6181942945031977,0.29124169148455825,0.3376166577512032,0.3492754532550447,-0.14716368927934523,0.26934057102566195,-0.02743683546340118,0.1439507551187013,0.1344202489028448,0.18253352732921213,-0.12770175390471655,-0.08709411455918153,-0.09157242946978211,0.30429500287829986,-0.20708072877235567,0.06703546267646554,0.05455775965086208,-0.06918819318675559,0.019383446474413556,-0.008223587137151342,-0.01659589493861532,0.010907274194387443,-0.06607414111378306,0.016425693690368996,0.011107991051183664,-0.01276116796391749,-0.02172703447955684,-0.013739589701060899
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]",-0.03999415850725113,-0.08236298107949609,-0.12704839045674926,0.19303110658968894,0.17671758894016346,-0.1555642315695428,0.2976786853667809,0.013915352164362437,-0.01995973336100325,-0.04585754068879098,0.209353160105943,-0.13893454974967054,-0.24904330901427846,0.4242696369245893,0.5600889084995481,0.4632603744625533,0.6181942945031977,1.0,0.39905475040843014,0.3520992724562305,0.35088608794648996,-0.0647790484009796,0.18435817113372557,-0.13377004361407657,0.17628403223611522,0.32688744144091014,0.13830378880139868,-0.10340578137317682,-0.11436185639955533,0.1345689955869632,0.21540626883353803,-0.24997107842326002,-0.14244163289787415,0.03897855007177264,0.021405168662154094,0.1142074246918477,0.026092308325997005,0.004690051457475026,0.025187853024756787,-0.06801069006477871,0.09852306404710441,0.17807557549424388,0.08294595118138867,0.060242759684337815,0.07071665330966012
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]",-0.03135653560842833,0.17229750489789378,0.058105530691434086,0.294575946598015,0.006927575897406626,0.09955715233901558,-0.21439166136603147,0.2591130738431552,-0.006259595033165235,-0.11684916995072002,0.16906287734397674,0.22290011205394228,-0.18330239542338558,0.5240309019323521,0.27150523534646925,0.4576893823214592,0.29124169148455825,0.39905475040843014,1.0,0.498782365424955,0.5474099284783283,-0.18459695595630177,0.27212233987020945,-0.006277994929886151,0.2489580696780321,0.40395745739219263,-0.04259908218221304,0.08407572063806193,-0.15977162963063019,0.07912938400394155,0.010154449102585896,0.2507901818661548,-0.31911788302570504,-0.014223916269079437,0.24334261294545217,0.18198055262519272,0.17630787871747294,-0.00045964139208291583,0.015708619817146566,0.05680873427805073,0.08448653257071378,0.06980810863871831,0.09118608821896085,0.2237616171258914,0.10180633991103444
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]",-0.05159734314445293,-0.011819104204205339,-0.04332787470884218,0.181369062527503,0.19758894701116028,0.13868137085832824,0.03244128886223285,0.2577885382043237,-0.003938310359959746,-0.18096557134354552,0.06058514409088986,0.12691463625398522,-0.32592476544771615,0.5560096935728934,0.327863753682639,0.3598434933163115,0.3376166577512032,0.3520992724562305,0.498782365424955,1.0,0.7476902675172323,-0.45883146774112354,0.2177624184702515,-0.12267884044297732,0.17094254336161654,0.4539848555523293,0.07452906619719316,-0.0440811639112437,-0.09842204900874363,0.23371451713617583,-0.07128568508248757,0.054586151544206166,-0.39268974612264207,-0.15024538483040698,0.014518326656028889,-0.06760375136979495,0.0054193113039383,-0.050897388508671836,-0.0553464483080814,-0.11870988165158491,-0.025514815043776173,0.15494258322428134,0.002371926917218777,-0.017829999050057388,-0.016359040254167408
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]",-0.06538232776535068,0.15856302477538425,-3.8410471136278896e-17,0.058952013688309365,0.16533818876806378,0.18902815115114788,-0.15452476916181948,0.23098756229626127,0.17670460073870453,-0.1268685287478523,0.03369845214300197,0.17600939919348516,-0.16745593792165828,0.4847996036058134,0.40818832900726304,0.5338965216431325,0.3492754532550447,0.35088608794648996,0.5474099284783283,0.7476902675172323,1.0,-0.54391545535651,0.31984051033772376,-0.32033004458557923,0.03069464332646784,0.45235646167040106,0.005553812012795493,0.04045580107723963,0.07649689540896008,0.1798019561139065,-0.12103930319954767,0.18960257836127392,-0.28660079378256165,-0.28437838638120544,0.13290650127300951,-0.020613688365098116,0.20896075743524775,0.0005897909038456562,0.028219219886598965,-0.006578915248449187,0.17779120504844065,0.2565938666786255,0.13696031978099915,0.1185604019278584,0.13725691769258105
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]",-0.11906873180569123,0.09015699145128843,-0.10117597890762554,-0.0790569415042094,-0.11145850324946904,-0.12089961618462772,0.08186796301239646,-0.11303231465211395,-0.3004171951788638,0.1878120566063371,0.06001920922091798,0.014752215303662499,0.03278476421039524,-0.17428063395331297,-0.04312014994339549,-0.30260863463468585,-0.14716368927934523,-0.0647790484009796,-0.18459695595630177,-0.45883146774112354,-0.54391545535651,1.0,0.22112147391094597,0.7251461785780478,0.1684622005503719,-0.02413261106403063,0.3048729960386325,-0.05215373481789285,-0.14125997154906905,-0.18686909359103468,0.11725550845118035,-0.03823963686932009,0.11449464344570168,0.8499772466810863,0.15533325504722348,0.27734392510605654,0.1003944788491838,0.06050633809075333,0.2067853500504209,0.1529835551516842,0.05296023825664357,-0.19144603341518263,-0.010338989733620907,0.1986156413911553,0.08249287830573586
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]",-0.07705947358121447,0.2841003329174896,-0.005092854343514119,0.14709779665278716,0.04262478369041206,-0.28081043669274963,0.016055667093026995,0.04805134648592725,-0.0074066835385247064,0.09217474069581882,0.06862355203050118,0.12172947158141782,0.14616707440961824,0.30958993101524945,0.24916701508914452,0.22358823466532432,0.26934057102566195,0.18435817113372557,0.27212233987020945,0.2177624184702515,0.31984051033772376,0.22112147391094597,1.0,0.06292338580286637,0.32637964182398643,0.3937102816241253,0.1590333469869171,0.08704748009218413,-0.08239204181712871,-0.03381085773358153,0.23777608001686087,0.06095368277649496,0.03519711672869372,0.30770014416494085,0.21843408207418738,0.27858774169070233,0.4248775671586919,-0.0348078065940329,0.1635679659348747,0.23538816874676183,0.159950286036853,-0.03785862763535478,0.03178337584706304,0.3413788802482506,0.1756228407853777
